commit_id,msg
aef2ab453a8b11984c4fe64ba27612a1308ee490,"Initial import.  Needs to:
* rename packages
* update license information"
f812cde87f959243015bedae65de2bf5c2276b5d,Updated NOTICE.txt and added COPYRIGHT.txt following the JBoss.org guideline
1bc79ea2a41845133c5b97a66ba104bab80b95ab,"* Updated all license headers
* Added missing license headers
* Updated mailing list address and my e-mail address"
0202a01cf1e7fd383afa36756c34d1443f6b50cb,"* Changed all package names to org.jboss.netty.*
* Added .classpath, .project and target to svn:ignore"
94c91ee52921569086eb3a033350444a74fb6b18,* Added .settings to svn:ignore
796379090d6e2259b08d985e5a1e19e9ef7a28ca,Added COPYRIGHT.* to the assembly
53cc66142c9cf1a59d096423d4a4514cd4f25037,Fixed APIviz tag errors
fbf8ab5ea7bea54b1370c77f344d50f834bdf430,Removed links to the source code in JavaDoc
44c5860d255505550dcb7314ae2c2df2d5141934,Renamed ChannelBuffer.writePlaceholder to writeNul
aff7cd89823d4c687df7c6b3546984d82dc74142,More concise package description for org.jboss.netty.logging
1eab02881ee8864e1e289bf07f83c1701ced51b0,"* Renamed ChannelBuffer.writeNul() to writeZero();
* Added ChannelBuffer.setZero()"
7acc333dd9ca933623944c02577b8d4dd888fc42,"* Added string conversion methods to ChannelBuffer
* Added string wrapper methods to ChannelBuffers"
2740da7c70d6d47d6d0670c1bb903e974330b320,Fixed wrong name
d5d92ae04d97b91987f2ad8b75b05aa893e93618,Renamed Logger and LoggerFactory to InternalLogger and InternalLoggerFactory to state that these classes for internal use only explicitly
e50a736c29c6af71d59a14465f985f991b6e557d,"* Moved all factory methods in InternalLogger to InternalLoggerFactory
* Made InternalLogger an interface"
7c2934c15f4f53e256a13433018265641cd6757e,Fixed StackOverflowError in InternalLoggerFactory.getInstance()
88b7cf3e36ddb84451fbe8ae1f60a496a2e118c5,Renamed InternalLoggerFactory.get/setDefault to get/setDefaultFactory to clarify its meaning.
b33bbf7da77219df2773711fc8e08e528acde949,Removed ChannelBuffer.readBytes() which is useless
289e84d69cebc9d292e247358b3e28d30dee9f7c,Added ChannelBuffer.readSlice() methods in case a user doesn't want to copy at the risk of modified content
19fcbac57544096a98558cb07705502f31873230,Added unsigned integer access methods
58599fe343d637c3722ff6a5bf8c8bd11d563d59,Added more toString() variants to ChannelBuffer - makes ChannelBuffer more convenient to decode a NUL-terminated string.
4710fb93deae14601a91a2d6737edfc5ba191bc3,Indentation
5590fe913d0d3350fccd76627ccc7ccc473bcb9a,More JavaDoc in ChannelBuffer
cb88eb0aefa94a8919b7cbef75d593ad5adef4a6,More JavaDoc
80ab091c6e101892e65285c7f51a0be80afacf81,More JavaDoc
ee62e8bbc0e1ccac8cd5befca27ec3ac59adc663,More JavaDoc
0c8361e21fd524a0e0c39361cd1753c31244bf64,"Renamed ChannelBuffers.wrappedBuffer(String, String) to ChannelBuffers.copiedBuffer which is correct"
df5b82beb4e235a9d3dcfd4cebfaa5eac7b601d6,"* Added ChannelBuffers.copiedBuffer(ByteOrder, String, String)
* More JavaDoc"
2d49a467aa428862d3c120b2c82fc28826492f99,More JavaDoc
b3519dec05cfd3310c9a6819a00ff9d76c20ee97,Typo
aa2616ccce08068eb1091d0841ee0a753b7b2003,JavaDoc for the logging package
fdde3ff7f1c610097f6763c416bd505981afaee2,Added the package-info for the util package just in case someone wants to figure out what this package is for.
1ad95d7433f67e1b888f521e27a0293b1d9c5288,"* Fixed wrong parameters in AbstractChannelBuffer.getBytes(ChannelBuffer)
* Added variants of getBytes and setBytes to AbstractChannelBuffer"
c58e224b7e63d94d9bd801c708c2b0215a8c33bf,Added even more JavaDoc
a1c07e91228f01e88c1ae68f5db6fa557e58f5c1,"* Updated ChannelBuffer JavaDoc (fixes and additions)
* Changed ReplayingDecoderBuffer to reject more potentially dangerous operations"
6f30a4a748afced35b10f7d42290977a6eb56df2,Fixed a bug where Channel.getBytes and setBytes don't update the argument's reader/writerIndex when relative indexing is used.
e7e22321d01601a487729ba43d6b76b4edf67369,Renamed writable space to writable bytes to avoid ambiguity
c7da1869f86c8d39d473ff7d04b9f00301b0fdf7,More JavaDoc
5cd1d72571ccf2ddf3a8836b9b0938d8cfc758e7,"* Removed a unused method in ConvertUtil
* More JavaDoc"
f34a0182184d3b3cb046064c0dd32196182c31ad,More JavaDoc
298c9eda57694e9487aac14d5c290214a21ff7f1,Removed a unnecessary period
d882e4f27cb175c0a0c66ddc9e340075f746a37c,"* JavaDoc cleanup
* Fixed contract violation in AbstractChannelBuffer.get/setBytes()"
0a594a27d5584f174abd1545aed9f273c208ac81,Fixed another two contract violations in AbstractChannelBuffer
b2cc6c264cd24fe3ef3c274b5467e044e6176585,More JavaDoc
ad805a1f703eeaa64f7af2a9be1c4994f657950a,Fixed a JavaDoc error in ChannelBuffer
24b4db3f5773cb739531f82eb6662dad9df2fe80,JavaDoc for the bootstrap package
0d5657b923e589ac2e2d48a3deb9e8ee86261695,Removed an empty line
e5def24c8bd470984e44d30d88e49c06a81ae937,Added JavaDoc for ChannelFuture and its related types
27827068cdafc63e664c4371ed602bc956576c64,Fixed wrong explanation in ServerBootstrap
31aa46874164916fd371a84948b04d2a2e45f99c,Polished JavaDoc
7de02097d0e71f301126c9312189deb47027b6f7,Added APIviz tags to the logging package
5e99787df64efa8b10dbb4d0266bfe564d5f2357,Split DiscardHandler into DiscardClientHandler and DiscardServerHandler for easier understanding
93f76ce594cb2953f22d072190537f0bd32eeccd,"* More comments on examples
* Added JavaDoc for ChannelPipelineCoverage which is somewhat difficult to understand."
12dd5a35b33733dca1776c963da6d6e0bb729536,More JavaDoc for ChannelPipelineCoverage
af2bcd291fb15ed68a179d2c463a9b59d25d6414,[maven-release-plugin] prepare release netty-3.0.0.CR1
c92d4f72dd950426b97d06006688d3d13bf57ba9,[maven-release-plugin] prepare for next development iteration
5f14fdd3481e4340adfc9778512805bd20e45813,[maven-release-plugin] rollback the release of netty-3.0.0.CR1
1b40d714b5f44cac5ca8890ff0d0bf94312ca3a8,Fixed last-minute problem with OSGi bundle packaging
807f69eaec608836d30b70dc20e09b3901fc7fb3,[maven-release-plugin] prepare release netty-3.0.0.CR1
1163a0eaf9eef8cdb9df95786aa0fc80b01e4eb8,[maven-release-plugin] prepare for next development iteration
166363d438860b03f5915ac23826f7e644768bbd,Fixed deployment problem
7e0ac9123163a238ef3102b66b703bd2a47be9ab,Added easymock to the test scope dependency
8e9b51a412b2e99d0456dc91c633651b2e9c361e,"Fixed issue: NETTY-9 (DefaultChannelPipline.getFirst() and getLast() throws NullPointerException if the pipeline is empty.)
* Added null check code in getFirst() and getLast()"
866a74305c4b64eb5ffb177d7cee43638579c6f3,"Fixed issue: NETTY-10 (DefaultChannelPipeline.removeFirst() and removeLast() throws NullPointerException)
* Made sure NoSuchElementException is thrown when the pipeline is empty
* Made sure NullPointerException is not thrown when the pipeline contains only one handler"
82f4d193b11de75a30512e34ec00a7e63b55d7d1,Added test cases for Bootstrap
a421f94909a1f98095dd707002b4cdf3c084d815,A couple more test cases for Bootstrap
bd51f12fb7d1b47af301f56e918dca5445005166,More test cases for Bootstrap
