commit_id,msg
74089563ce5fc9b408f9c743bc3a7bd219b3d465,"New repository initialized by cvs2svn.

git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198770 13f79535-47bb-0310-9956-ffa450edef68"
54cb1a520f8bb9cf67903aaf538af9ed3e99369e,"Initial revision


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198771 13f79535-47bb-0310-9956-ffa450edef68"
0635f25b97c3a47b6b888a8c9533a000f0fea2cd,"Update
PR:


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198772 13f79535-47bb-0310-9956-ffa450edef68"
c8c9bdbb0bdf4c40b3e32a461ca701f355e44046,"Added question line (more a test of list/forwarding setup :)
PR:


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198773 13f79535-47bb-0310-9956-ffa450edef68"
afd6422d4bac1252b42ac0b9c78692bbd85886ee,"testing commit


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198774 13f79535-47bb-0310-9956-ffa450edef68"
409886196895f38b260e7d0481b7b63f4ac48b9c,"undoing the test commit


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198775 13f79535-47bb-0310-9956-ffa450edef68"
3f5d58bb3deb07d3cae5a4d78e1d40676f2b59eb,"Initial revision


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198776 13f79535-47bb-0310-9956-ffa450edef68"
2f4cb6d8f2acc1cb8db3269dd66ad15bc47cbdcd,"Initial revision


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198777 13f79535-47bb-0310-9956-ffa450edef68"
231b89d516280ab229d0a5d310f71dc23046d32e,"Initial checkin.
PR:
Obtained from:
Submitted by:
Reviewed by:


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198781 13f79535-47bb-0310-9956-ffa450edef68"
a6dabc4ece40f444cd3b3d3f0a11873ef5345d57,"Initial checkin
PR:
Obtained from:
Submitted by:
Reviewed by:


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198782 13f79535-47bb-0310-9956-ffa450edef68"
b583874a2c86a9d3d9976001dc3a5ae88d300622,"Initial checkin
PR:
Obtained from:
Submitted by:
Reviewed by:


git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@198783 13f79535-47bb-0310-9956-ffa450edef68"
