commit_id,msg
ee3e004fc070148d445f13745e63d5c443b6b1c0,Initial commit
d877f176a4b78511200233315aef3af8d5f556ca,Castor sm-model first commit
fe8d67701a17adae389c26e14544ef3f5d93d6bf,updating main readme.md
1bc571b635a7840d064a9911f388a5d5fb7efc96,adding debugging arguments
84910639a2eb3bcf9372ae35dc1fe0b9bae1b1eb,added debug arguments for regularization
c0f34a687e2258dc3564d9f100974c3633a8f775,testing call fixed
46d913392b1a054b91febb7a4b1b65343b651258,exp() preidction scores after logsoftmax
7b20f50800e0bfa06fbc69dbe8a69d6b7331a843,debugging for training loss
73ed76951c39888774a566cc669cbc20126852c1,merged changes
ae77b6e57b562f8759acbb71534d6f834bc901da,"fixed outputs, now stopping on MAP improvements"
e6aa9bfe07820c1f7913f8abef345e128c2da6bd,added times to training
b2c82f7e089471dd07e57c01f4675a35ecb90312,now preloading data
67a93a736fe91670079941b5b32296aee2037a18,important slight stopping criterion change
f91f1055683ed23da19b6fef46006bc084e3c5be,"fixed variable perf bug and added debug arg for testing on each epoch (#2)

Because of random word embedding for out of vocabulary words, the performance of the final saved model was variable. This is now fixed."
73577acc3f7dc63571dd1f76980b2e6082a0ac3a,"Castorini smmodel (#3)

Code bridge between Castor/sm-model and Anserini"
31928de93c270abbf4f0f9d89b7da5d046839930,"Castorini smmodel now python 3 compatible. (#5)

Model is now python 3.6 compatible."
d4ac752cf2c6f1a3fdda81ad6fd9ed41be8936ad,"e2e castorini/Castor castorini/data castorini/models (#7)

Initial integration of Castor components for e2e QA demo."
906218b623ada266bc4796664e4401c283d19004,"Improved README (#11)

Issue #1 : Readme instructions updated for running the model"
b893f2a1b1876f068ae94a376c7c9e6e53c53be4,"Idf baseline for QA datasets (#14)

Added a functionality to generate idf scores for TrecQA and WikiQA datasets."
3de103ac799a2ed5152052c3120801d21771782a,"end2end qa pipeline (#16)

+ Added a setup.py file
+ Reorganized the bridge file."
2758dee98f77c156fad283388357b328aea68ccf,"Idfbaselines (#17)

IDF baselines:
+ using QA dataset only to compute IDF
+ using source corpus to compute IDF

Results are in baseline_results.tsv"
a67e2d12c4d79287de28b41e436fe6c4d9a108ef,"Ext feats bug fix (#19)

+ sm model no external features baseline
+ sm model with IDF weights
+ sm model with IDF weights without removing punctuation --> barely better than df/idf (a la Pytorch).
+ sm model with stemming before computing IDF weights
^ all on the TrecQA dataset"
d12a9cb4759b844f773a702297a3f9fbf04d2271,"Relation prediction model from Simple QA paper (#20)

Initial implementation of RNNs for relation prediction described by Ture and Jojic:
https://arxiv.org/abs/1606.05029"
7d0a78d1a79ff982291e8b81b1be285961216459,"Kim cnn (#21)

Reimplement Kim's sentence classification model #12"
212aa6fb938b2e0ce475d1bca6161c342f76b95b,"renaming sm_model; faster bridge (#18) (#22)

+ renamed sm_model
+ faster bridge by obtaining the IDF scores of a term directly from the Java server"
9bd5b7bb2aa97c4157a61e772fcb15157792d400,"Corpus idf (#23)

as part of sourcing-IDF-from-index and e2e experiments."
