commit_id,msg
ebfb0c6f962247e29306c5bcba6525a66a1f3d42,first commit
3fbfab4288367e2ebc9ca60e5dbc70b594935ea3,init
c54064ee2099dea14bba7cc369498a40ed87314d,as.sh support java 11
4bc2ef53e256668588a50fce0ac47cd132fdc144,update dependency
92cec155833b86327da201d9c863aa209f67b4c2,add LICENSE
389b5c90a0af54d808d60b011fe4c6aa6487071b,add site module and sphinx support
521f52d98578bbf5b1c717e705cc85f152cb1c1e,add fork me at github support
3da94b822b9044ddf918365eebf6e6dd5f4420f8,add packaging
61e4467ac40aa10250eeb89b5ea4b715c7b245cb,add ImplementationVersion support. #4
7d0e75baaabb7a8f673fc129097a32d864261d0e,separate doc zip
9245b693e420c74ef18f405778f531a68f144b2e,add maven central deploy config
4295ecf67f83e9162a114f9381f91aa387f0ea0b,update scripts
24c90ae071f69db61815fd0597f25f43d4e1c99f,[maven-release-plugin] prepare release arthas-all-3.0.0-RC
e7f5938234a4abc789362d8cbed824f1c40b0fc2,[maven-release-plugin] prepare for next development iteration
1ac5ac0fd4d77be480da7c862b75982fa2621807,update as.sh download url
32fc04d64d9c0a3930487220b8c03b06e01968d7,fix log path error
996fb4d827f43ebffeb15c0c1a2d43c0cf974094,support Implementation-Version
ef2917541ac289f18840ff14d907ac84d8d491db,improve welcome msg
3358f31841d6b2a9dc9bde8ea3593e09e8ee0a2c,as.sh support download from maven central repository. #3
9f6cba09df308ba2bbed19c27a5c0b6cbb49fda2,improve welcome msg
5941f9b5c54b0550a4ebbe829ab4bbb397fcc77e,fix as-package.sh
e640fe8cd37462eb45289186420c77cf9f7f1f8a,as-package.sh print ~/.arthas directory size
8077e2714d13d1f6984aa868b18efd4dc4685eb1,add wiki pages
661e84f9a93836b6f8ba57092cb93c442c908f8f,add maven badge support
24efb9281bfc51ea91c8fb084cf8830e39cc158b,update doc
1d869f6a48977f9404fe5fe97974b2db38ded055,update wiki link
06d3862ca3555e5d0bcac13f9623c0b222406e19,add CONTRIBUTING.md
65515c935676a83b126a4ffb1f303c0d93060d31,add maven profile full
73ad24342da6ddf859c4c7e152fe0117932d4731,update pom.xml
b64385307572836e5730959edcb3bc3723de561a,update doc
01a39f0fb2fae4930552dd0c7822276455d66d69,update as-package.sh
54ca57afa1afdfb52b0fc673ca4ba89e5a57d656,fix wiki link
b651be88262a3e57159461f61257c678a360465b,update doc
a301bf201a508db0033d5f02d81c9f862aebf4a5,change google fonts cdn
3a390171ebcec90d95929e54ebfbbaea41554c93,add baidu tongji
6bc8a7eab856141bb28d4d3f1df6d8fe56d18c69,update doc
12ed8da8b53eabe7a2113ec75b83bd7e42a526cc,update doc
4b63e3891f4137e64f53fbcd5db81a7fbdc047e4,"add arthas.png, favicon.ico"
85be1ab784ba28f8439dfab3da65bcd795cb8964,update README.md
5b8ca1e4d5878508565155cf3de8721cc9617136,fix path in description
afb3854c3bb02f996b221afb443cabe26f169aa0,"Merge pull request #18 from nzomkxia/master

Fix path in description"
91b78650be06a0db785aa2ee6fe72ec3c071eec3,disable user stat. #21
1faf2371314446cdcad21127aa608d140c90c08f,remove reflect call to VirtualMachine. #23
cc6fbc5fed126e054b168803a8ad4f3cff50b503,check vm java version before attach. fixed #6
405c310907e006011b5ad65da65d058459b86f0b,"upgrade netty to 4.1.29.Final, support java 10. fix #24"
112ea79127d15572e78f4d59efecc44ca8f82d96,add web console doc. #15
08e3c65ad1d9978e2e6ca23c965ded23be085947,upgrade to 3.0.3-SNAPSHOT
1c07b1b360519d0cbe3d838a550971faf5d8e891,fix javadoc
4335c3129bc8185712f06a88d068208a8216cc00,[maven-release-plugin] prepare release arthas-all-3.0.3
f9b4c081ff2e2a78e1b1d7cf5a6337e4dcf563ef,[maven-release-plugin] prepare for next development iteration
4b1fa89878c8c3c6b60f0e3d7790c310428952fa,fix install-local.sh do not set ARTHAS_VERSION problem
36a593b43b97d7588c8998d8fdfcd821947c6986,[maven-release-plugin] prepare release arthas-all-3.0.4
5f517cb6dd587bdf77aaf369230e3f4462a53082,[maven-release-plugin] prepare for next development iteration
08fd5157cebf147b40d39de75b33198a1e6f7132,update as.sh to support ubuntu. #25
7f236219ddbd040764dd821cbcbd44899dd57c90,update doc about install.
163b28e6da85f00055e0d717cfc1c23892890781,add maven wrapper. #39
cc1446b8a251e4c44cc03190b5d0f13602885e47,as-package.sh support maven wrapper and auto extract project version. #39
d24d2187dc965b8680ac718fff9bdfe88d449fd0,update doc
7b0e516a1142d763467824a3882480ac730d93fb,update install-detail.md. #37
6dfed04a5fe7d58140409a97481094c0189f6bac,update doc
65a280d73e6b4db0792fce86aaf463ff6ebad625,update release-notes.md
ffd73118a20c344a223b61d1195ac45835041279,Add English version of README.
226c1871ca8775b6b168b9791ff03f4526b24699,Polish English readme.
b05ddf017ba3e6b17aa8a730df646f0e474fb167,Fix broken links.
504ee08eda382bf2a79a94dee787badc3c02a588,fix:#42
f4bc64eef9d1e2399807c742e03b8da7cc6725d9,Fix unit test failure.
80a30351d3f196b47c35eab77dd98099ae1de9fd,add:local debug test
28f7f5f8347a691c88550e936b714cd62177b479,"Enhance English version of README, add more showcases."
f8d5a43129394bd793438f793a8ed8ab13950a5e,"Enhance README, add more showcases."
3fe0a159405b0f53cfb70c25763627ee02c09862,add English doc support. #56
02744f9f5fc0ba44d1147367fed736b31b1fba46,add readme for en
a1228f6e3c0810b83f2aeb99cbb482a34da6592b,installation_in
95f501b1fa06751d87c35e9663b3b47c75c01b96,"Merge pull request #57 from Hearen/master

ReadMe and Installation translated"
ac0da39acabd4975cb1a5d3a25e648e6825b48b9,"Updated dashboard.png

Fixed typo error ""memory"". 
* Expected : Runtime
* Actual : Rumtime"
5d2278382710f22a15b247ad4a11978f5d202a77,Fixed typo in dashboard.png
2526b84d97e5dfdb2302afc1e85586e921860423,fix:#62
9d91350bbe9603f81c1a6d5640084d8e082734db,Remove unused script. Fix #62
a9fccd6158ea2ede42f3bba4008ccfd11964fa51,quick start en added
60ae3fd0e8f7929bc505dea59163a5697037cc71,advanced usage translated
194e7b9624b14d00cb2253e73c86b9899aea5b0a,"Merge pull request #68 from Hearen/master

en doc: quick-start and advanced-usage"
e1600e10b7bc4a93152f235f622b3c9c271ec18e,update OGNL links. fix #60
5aa9db19d955c27a35f1684fa459d7258cffcded,add starts license badges
3221e44304ffe1eb4728e0560b8808096a194aaf,remove java.util.concurrent.ThreadLocalRandom to keep compatible with jdk6. #28
c811e96aec3c958993b2d02b2c37faffd881a66b,exclude en dir. #56
daa694d097b9f407ac557eb5f28f196762907513,update doc
6d8ebeea239c129843305ee37928e93b102d588a,update manual-install.md. #74
280fac704cb875cbfc14012da295b064f3788fe8,update as.sh to support --versions
c6fec020d6cac5c4a8af68a0518ee015a997ab2c,Make English README default. #67
fb3822190956e942b4593063275a64a82877a8d7,update manual-install.md. #74
0eb07b444116f59f689a43281d99d7deace36bda,"Polish README, add monitor command showcase."
ffae59d324f87de6f17b9ccd31648dfe67edbfe2,"Polish README, add time tunnel command showcase."
b8825ddfa6cbc5d609e0d34b2731def1526af4c1,update sphinx config.  #56
f8eed249129f8df8c80653f89e3e7513b7c00e9a,Fix the typo in CONTRIBUTING.md
f45f401c49783e194a4f281a0e851c8a3342c3ca,update links
