commit_id,msg
57d1f32de5bf3a7dd54613384cc7e979fba2660b,moved gson as a project under trunk
165fd78726a28d401d6062d94540aca926f681b7,moved lib at the top-level to share eclipse styles.
1e5f1740cd4bc602bfa68558c830e976ff7b5979,fixed some paths.
849612c50f60488095999c8a8240121ebea0c14d,initial creation of the wsf project.
e6629947d0051baaa3d83fdc50e2e66317c9548a,"updated the svn properties to ignore target and eclipse project directories and files.
added javadoc settings."
685710b12451e1830171edd9505179a81f6e2879,added an assembly and javadoc descriptor for maven.
7726e0bbbb3d096a214c5e75f09f2168c5a979b1,removed unused import.
5520d20c416188d175a94b326a01cb1564fca7c0,made guice providers public.
39167e3af92fa5d4c53de85db9fa7566f8ad130a,added settings to deploy source jar.
64fd7baf25ec5ce83e91729987cc705f1c43c5b3,Added toString() methods.
0358db8873f098dfb31f8295c60404f84e54462d,added todos to correctly generate source and javadoc jars.
2753213c2e7ba5a0f5beb574b09b559309ccf86b,Using name to generate Javadoc window titles in Gson. Added a source section in wsf.
82851d68be3381911239f8bf0738c6e33bfc320f,"Moved the setDoInput() on HttpURLConnection before sending any data on the connection.
disabled configuration settings on install in pom.xml that were interfering with the normal behavior of install."
973696cbf5d261d313b17930a5e2e19378c085c5,Tests exposing bug 43 and 44.
7da18b96e819a347eedc7c84b29645b128de3cf6,"fixed issue 46 by adding toString() methods to Gson, serializers, deserializers, and instanceCreators, and default type adapters."
9ad4b2bc7ee14cb2004d25a65cc31e22ce293504,Made request/response classes immutable and using builder patterns to build them.
1cad54f7b15974fb415a7ac5b63621a7460e3862,Fix pretty printing of interlacing arrays and objects.
0b9c739a7b2a2dcbeb264a30a271dcb67b72f773,added additional tests for the default deserialization of dates.
3b8404dac56c365cbf77034ec7d96588d89e9798,refactored String related functional tests out in a separate test class.
427c17a73208cf53c381e4e8099d4ef60c08cc9b,"added a test for checking if GSON can parse JSON that uses single quotes
instead of double quotes for various field values."
1abf693b709f6315baacbbbf23d9f352c5a1083f,"Fix for Issue 55 where GSON was unable to deserialize JSON with single quotes
(') used for field name/values. Gson now supports different fields with-in the
JSON to use either single quote or double quote. However, a single field name
or value must use ' or """" to delimit itself."
