commit_id,msg
2b84821581935b30e36a0cfc8509c0f86c74c96d,"adding gunit for v4

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6619]"
c9c01f2e3dcf8bf3114ba9f9b0c36ae5e03fd162,"gunit v4 works enough to do ANTLR.gunit for AST testing

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6620]"
7f63527ce116f368501627f925a4db974396115c,"adding initial antlr v4 files

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6621]"
f49b99ec3e505587ffe56921e5b70f9e48ae8617,"keep in repo so people can build

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6622]"
493177c04eda683777e02263c4b6db6c816abed6,"add new stuff

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6624]"
f04dab7b837274f063ce0f68c3d69ace53b30a21,"got error message stuff in better shape. started semantics pipeline

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6631]"
4673f7ae02bdb5042bf6051f8b67f3fc419df47c,"added todo

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6633]"
c9d6efc7c5744f0b57bd6dd29cc12db7242ecd31,"move to v4

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6634]"
08d8a0db232d9e7eb11f8bdc3b054e515ae6bb84,"got error handling  with v4 ST working; no error loops etc...

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6641]"
b49707ce4a8306dea2c017b7e6bbd57085ffe434,"errors show file/line now; got a few semantic checks in

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6642]"
e248e8dbe0a6dc7c924ce1fc32be34766ecfc253,"started new structure for semantics; XXXTriggers and XXXChecks

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6643]"
d81ae7478d77213e8b21b0ffb0aa7a7d986e8836,"refactored. checking for illegal token ref

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6646]"
9b47afdf8f111d4f435837e2c9041911f8a46fcb,"checking for illegal args on token ref

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6647]"
004f15bfb1ccdf94e2a89f13938de7a41880d771,"checking for illegal tokens everywhere

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6649]"
c7b6dff683c797ab6476e81b1f18c3f7beb77486,"increased specificity of tree node types.  Got options stored into AST properly.  Added <...> token options for hetero trees.  Using ID to allow more syntax in some cases instead of TOKEN_REF.

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6650]"
8991dfeafc754f2ec37bdcfc94249bb7d9486105,"check count of rules and prequels.

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6651]"
bfa9e934f125890b427e3c975160b287f0033b93,"checking for REWRITE_FOR_MULTI_ELEMENT_ALT

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6652]"
0ca7573e8bc3c9b084c807be08eb885117518763,"update comment

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6653]"
f7807ade1002f61bc5f69a9e68e3aa8c60d052de,"got more ast op checks in

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6654]"
b004c36bcee7de49fe5c4abd61a6c978b8d3df43,"got tree filter mode option check in. reorg'd GRAMMAR node in tree.

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6655]"
f3fb19b921d61b9d3b4f7e61cf95a7d6069b12ab,"got wildcard as root error detected; tweaked how we call DOT/WILDCARD

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6656]"
b50c813cc5d8fa89ab9a9a90c385b9066fdf0684,"got invalid import error done

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6657]"
6829fc9e4724851b5a892ee03ed53305b175956f,"check for tokenVocab in import done

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6658]"
81bcfe56dc082257a29ef5822990fb47f39237a8,"got basic test harness for grammar errors

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6659]"
9b0d27b1b737cbd0e9f7598baa7650b55393eb01,"more unit tests

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6660]"
ffd60dc26b94e4e42e7f33ce5793b3d343847957,"add def sym; fix errors so they ignore right of ->

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6666]"
6f7e52ec9e6b290b931928118fa1f9b84e064e63,"got some symbols collected; renamed.

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6667]"
6d4a521ec04fa0a77258b895c9a4d5d8cf55fd7b,"forgot to add

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6668]"
09eb3b5753f12abd1f96f568d8eb325277870261,"split AST for combined grammar into two, copying to lexer grammar.

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6669]"
1ba84877260819d7679bc6b9c8023dc895336f86,"added rule and action redef; options copied to lexer now too.

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6670]"
2cf2898a04e642fc0d127528232e8766e966dca2,"added rule arg checks and undefined rule

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6671]"
ad5bf33eb4eb39b95a905046bd4770ca042039fc,"finished SCOPE_REDEFINITION (new), TOKEN_ALIAS_REASSIGNMENT

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6674]"
8d0d3e1c9401d460f04f9f91d202a326fdff1349,"add tests for symbols; check LABEL_CONFLICTS_WITH_RULE, LABEL_CONFLICTS_WITH_TOKEN, SYMBOL_CONFLICTS_WITH_GLOBAL_SCOPE (label v scope, token v scope, rule v scope)

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6675]"
795df39aaacc427ca5ce054e5b92a9f3e4e87181,"finished LABEL_TYPE_CONFLICT

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6676]"
974c9556fd36b0b8ef458121168163c9532e2eea,"start tracking tokens after -> in rewrite; added test

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6677]"
1cea245655b663991cfbb0dc69c96a4c23eda7e2,"did REWRITE_ELEMENT_NOT_PRESENT_ON_LHS

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6678]"
6f2a5f3c57c9470ce95cd86e7315daa33c9f8b81,"got initial scope parser copied from v3

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6679]"
56a0940360900560f99f6a5c68e9ef16b6651963,"added unit tests for scope parser

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6680]"
25be3b0172b2f9dff186fe5412d15f91068448b9,"handled scope/arg errors; added tests

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6681]"
cf04cf14a0d20e972397422c6fb62c296c3959e1,"fix error nums

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6682]"
edde1ae80d21821ab419b87afa03d1d91a01b33d,"REWRITE_OR_OP_WITH_NO_OUTPUT_OPTION

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6683]"
f94ef660f434bb2462804946e72cd17aafdc97fd,"add action splitter

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6684]"
b51019140cb9f43f94f588d65e8e538f6b3444bf,"got basic semantic checker for attributes written

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6685]"
e825a774665817e3f669ba72d3c5f6a60e24d2cc,"made listener for action splitter

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6686]"
b3f7c8e3cc7ea3f3ddc108f9334f7bbd96c7d88f,"got more symbol resolution in

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6687]"
172851245e15143ebff604c206077962cc1727a4,"refactoring resolving; alts know about rules and those know about grammars.

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6688]"
66f179823da0f8507296dd5eeb7afcadc810bdaa,"rename

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6689]"
b108a7cf2a1a4580883b7b024afae3179cff3e58,"got actions/scopes into grammar

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6690]"
68719b8df713e0b649bc2e8ab90500e93ec056bd,"got test harness going

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6691]"
e38535a9bccd65ee4bc96fcc0c7b0db0b0a6169d,"got attribute checks done

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6693]"
d23c9cb527fbd54881dc1e809be7ef9bd0068241,"snapshot

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6694]"
846e25d9cbb68e96691df9d217c23d95e5841f90,"rewrote resolver to return attr and scopes

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6695]"
29c602c202c4c1fde2665cfa41c52681ec0918a5,"got dynamic scope checking in

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6696]"
9c8e4380fcd425d9497ad5e8eca7e72d94cd81d3,"got more tests in; about to refactor resolving.

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6697]"
6ec90d61d95d2b0ae9a2933315a8b9773d564373,"refactored resolving; clean up in next push

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6698]"
340af98839aa7771e011605ea9f0900777850742,"cleaned up resolving. resolver interface is only 3 methods now

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6699]"
c08812ea54d44f8b18309dd27570ed7d1d6429e9,"cleaned up, added $ids check for list labels

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6700]"
1a5dfde6b5e9aaf337b70ca47fcffdf153cef1ba,"handle invalid template syntax %x.y = 3

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6701]"
483c5881a1666701087183e50001d92299aa87cd,"got imported rule thing worked out

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6705]"
0e38fd9c47aadede60803fe294ed47755c202ec7,"detect missing ';' on rule

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6709]"
49d7d03238925217bfb84fdd26af0eb1ff365664,"fixed up import symbols and tokens{} section in imports

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6718]"
2e6aee85af59c848e699f58fdc7c241cee973889,"fixed unit tests

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6719]"
3872f9201768cf2f8411841de16d68f5cef45528,"fix unit tests; all pass

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6720]"
4fb0e7db70f42dea8a337bba88c09cc69612b276,"stop processing if syn err.

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6721]"
66ec9fa9fdab17289859925c757eb97a5a0386c0,"added comments and we are now ready to build NFA, hooray!

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6722]"
d2b5f95016f6a96f425aaef2c14be9e1d52e45e0,"adding state stuff

[git-p4: depot-paths = ""//depot/code/antlr4/main/"": change = 6723]"
