commit_id,msg
c5e67da18f48d8fe5ad31b5be246d73116ffa601,first commit
0693ae7b866ce787cb8bdffcec5f5ffa9563cb7e,update
8b32a331d9b88a025208a81d29149c1bdee26c6b,add deploy command
08900df2fb03845d5123aed3fc5138adfb55838b,rm src
97f8d04623ac0412573e82ff1f9467d99e86bf16,update theme
a9ac2ecdc87fd33335ef76418aa8f3a41b870c15,update README
fc27af89d6d0fa49f61ab9cfda1e75d4095a2595,update README
27c322b71a30caed860275cf595fa09d8de5a556,Add js
a9ab95603c336ce295aa057bde561364d8d03781,fix page
301f6d659afe2ee80639117fd2807c360c91adfb,update layout and cases
095ff4ca2495817c7798276bc59323571586adf8,add home page animation
70b08298368057706ee380bc193e12686748b263,code style
06a97ff5cb9003a50867afbf16180c424864408d,update
72885bd8994f482264a9900a46b500e7d805512d,update aside style
066a9683c845ed3ad26607b66673935b4343998f,update style
38756babb82224f332db82e7764bd2ab0c9115f3,update style
1c25b1b50c1a9f4ee4730b8daacdaf89af527990,fix header nav style
84424872f724167ff0df1dca4eabe916627e118c,fix header nav style
2d6285a31b6e07da216a15df4af5e4cf42e95f22,fix pages
7271e9514eadb1a534bde1ab56c6ba58f0e0b842,update style
77367b187a83565901835f2a69b3f6b6f4fd8679,update nav current style
5f13503558edd0c56111f7b700379b410087514b,aside with category
c7d3649dbd6d11f0b5b448f4ee3fd5176594b4bf,update style
041ee44ded04b641d8e8a9e55b33813dfcd06424,update style
4055f6f15db53a641ef8d0c6b4e3621a1da54c8a,update footer
61992b43776ee0a136f3d12262418823992d935a,update font family
47dd2183106e7e0602e842956f303100b6ef83ce,update style
35e9a4b8367219fbbf4a68853ad0918ecbcac203,update link
892432d11e26b0aa81e63199d4c001e89e52ced1,add react
c4023c813f02a6a0cd5f7c1ad8fbfb2393ed3319,aside
706b657cebca4f8b1dbdbbcaf85743d438c42bac,code snipple
6ff3130f779f7cb953a065d7c6e33fe5d37f8581,layout
a346311d9ebdb4205b96d0c6de46992e1f510652,Add loading text
d83608dff461baa4b4638a7986fee4383e7f592d,read demo from demo folder
21810a727c9cce84d24122e0f9c7355d4447a9a2,filter name
fef257a9b10b8464c62f9b5ac2cf88d45502fe4b,tag iconfont
41f7a0e3639dbe57aafb6e66068bfb62bb4f200e,single page update
937a76034a5c6417ab5eab9bc1950ce783796f0a,toggle code snipple
85e33fd3c1dda9dbb14278940a419c105b28599c,update index page
3ffe2df4159f211b661ddef1b7a7df5a5931da64,tweak code
7e05877c13c92fcf85005db90fedbf2a9c1bdb72,Add another demo for example
96dc866592d8bfb0261eb2b926db34bfdf11b2f0,字体
bc90003d04627a5c4293670a0b93ae5accf6911b,adjust slogan position
6c4e32fc5a027c8f8c47be7ba5d41bccfffe33eb,header nav margin-right
8fc8c7d8f9549b1b7993eb3630a778cb082d4847,logo and animation of entry
d69af901609804f1c181847ab2a6a22714147d06,tweak code
ad4bab4d60a6c08fc3caf43ecfa2c9bf94eb90d2,Github -> GitHub
83227c3d7feb6bfbb69b0effca790745aef72de1,use 360 fonts
daae84845aabf14b15edb04fa533edfaebdee74a,update font weight
ace6cfb75be2f24ef3676723ee99922e71793102,调整距离
2d1187c9ac7ab84810c1951e9a6b48a8a65c071f,update code template
9591702f14f5c0f7ba224ea186ccccd2ca69da80,update code box template
456f796f8650a61ab6c9b1cda0ed30765fd6a1f3,"use nico-jsx, allow code type jsx"
14a2a433d53606077ccff1fe10249bcb0103dceb,update disabled button
4c121603ec776194d110339d40083b0341eafef6,Add datepicker style
d08d510f96ec7d62b6052f42dc8a71692e1f54e1,components name
3a2e7034a660486a161fef864cf2eb1780f1e41c,zh-cn
084660e5593e55c52d8ebfce53097fdaf3821453,chinese name after components title
31ef99c81d34e5d6a51668c01bd24da58c5917e4,debug mode
01e582d9d5f88bf881d81d6002cf83a5647494f0,Add source map config
4fb6722e3f55a92872d1f295fa5559e1d01cfbc1,rm dependency react-tools
1fb01cdc96a0f09d5a31915520cb95313070a306,waterfall layout
5d79b81fc1accad43c6575745c0ee73ca70751df,waterfall js script
7a97c50d03bb3441fa72c96049d4085e752131e2,head上的搜索和导航动画。。。
f184d2c803064b2a5a0128903db7d80a431534c7,Merge branch 'dev' of https://github.com/ant-design/ant-design.github.io into dev
12a1436abd0f4c47ed2b839a699256eb7a35a3d7,rm timepick
078b0f1d3a42fa65ed1fb394e6aaca4bdbd6ada0,Merge branch 'dev' of github.com:ant-design/ant-design.github.io into dev
8e400f36af99167cae005d728060f28bbcf24315,修改内页后导行失效。。
dcf8ec1f5842ea0d4c87cffd0323dca46e94d11b,code style
93ad7f49fc04fb791f2853675ba2a0e53abeaa1d,merge
9c3dc4ba3cc6392dfe5038a884fb9c28963774d4,update webpack dev config
97384552457e96492e7d29ff65d7d03254c37b44,update watch mode
3542848648146daea4a1e6455ac031735a8543e7,fix nav bar
b07d10bf5ce80e781abad07e829467905e48d123,fix nav bar
03e59b7a7766a13473d1b18e8b441b4a797a710f,default value of datepicker
3c5086dc7b1e74d88cf38cff1ff1470726b7d103,datepicker onChange
17a14faad2116d9cefeb92ff76360c9ea665a7de,update
306d106a087901774004ff6061df6ee580ceacc5,import rc-style
058bb0b5365e7b09c363fcc2d2537f01e22da354,Add iconfont for home page
006fe8b6695442ad3c713227c7c9ca82aaecf22a,banner 动画
b88043f3fee463d739e75185fa7923ae60e83fbc,"Merge branch 'dev' of https://github.com/ant-design/ant-design.github.io into dev

Conflicts:
	theme/templates/layout.html"
080080eae31835e12c27d09abd94e89969a22ac3,fix lego icon
f1f41a5b3bc8af8a2160909ac3d6c5e410987be8,导航这块代码没了。。
90c07d7ce44b2962dfb6a9424b372564d9952b8d,Merge branch 'dev' of https://github.com/ant-design/ant-design.github.io into dev
60505f1498323668967954f1b318a4ee26a3124b,code box style update
5d1af50583de1a2e5b31ac9fc9685d1499dc4a03,update rc-calendar version
e8519ccc3dad7e0be84f2d575180df15609c5619,update github url
1e68880e17bcc478874d541571eafd9c94a714a1,update github url
88bcc34f5f325819c4418d79416419f3eeb296f7,watch mode arguments
43ef2dccd3d0fd9028141d8ac454e249103de5b2,挖坑
3ef60c548f736e2639f42336fa024ca58504c605,update aside nav
fbffa8e82940e3ee6064d53c4f7bc5bba58d4b9c,Add favicon
87b375f094b29b71219a1da671a36deb7fe724fd,change slogan
01a9ddb21c2eb951f59bddce536a3d9e729cc19f,change slogan
226d80601ff132e6bf6ce16cf443a9cd3019b36c,adjust home page style
53f42a46859668063b550a8b90cef3ffd79dcd5b,dist/index.js
5453287e42a6b3618f417ea8476c7e67cb824242,outline for getting-started
26af7ecf8780b4c1a8ad185a3c12616bf213b54d,update style
f4e96d90fc0e7b7ecc1c66d34daa1fec1f0f5f76,增加list缩放动画
a53fa362f1c38567f044e0c35c4681959d74db7d,"Merge branch 'dev' of https://github.com/ant-design/ant-design.github.io into dev

Conflicts:
	static/style.css"
cce0cb50fff08b3736da051f26be386dadd1f170,重复了。。
ee68076d70f26d2be272338c56e3c8c5cd1acd8b,a标签文字颜色
40d40ffc6983d97fcc2633a869476d8904744d61,文字对齐
9cd0cdad0ceed784ada091587668ced91a9e6763,remove unused code
e1f93ed3e5f8ea208190907d9ff2db2e32d18f98,Add order for code demo
a2570196e6e0817da231432e47ad5ec7fb520497,less-loader
4793b6979ab60df83c6b0fed549aed2e4957fb23,datapicker demo
cb0237b83d1d7dc63c70efcdda31de14cb9ecf9f,loading跟首页去掉滚动条。
c2d630eabcf6787e288826a577e7fa26096de23e,Merge branch 'dev' of https://github.com/ant-design/ant-design.github.io into dev
8cfc9495cbe63b5cd1b15a2639d1cacd998c01d2,height
6486f78e25c261544d4b02eaea2ce2870a2ce418,内页进场去掉延时
de9b211627756f39ff4752efe4ac00c27eb7bb87,Add datapicker disabled demo
fb79f55ff64c7ab7ea13bfe89867325cf6791898,code style
1f3f2ca8d260701381ede93d0d9c136b2f369b18,update code box style
49cfaae7f2d0fb13f15bcf60f23302fdc244fa5f,sketch download link
